problem_id,problem_number,title,description,status,priority,root_cause,root_cause_ci_id,known_error,known_error_description,workaround,category,owner,assigned_to,related_incident_count,related_incident_ids,created_at,identified_at,resolved_at,closed_at
5aa903f3-a8ea-47e2-ba6d-bb01609609d4,PRB0000025,Recurring data issues - Lack of circuit breaker implementation,Investigation into recurring data incidents. Multiple incidents reported with similar symptoms pointing to lack of circuit breaker implementation.,open,P3,,bf60767a-9e9d-428d-9890-7b7fbaef4e02,true,Known issue: Lack of circuit breaker implementation,Direct database access provided,Data,Michelle Robinson,Emily Davis,2,"[""fafdfac8-7473-4831-85f9-22a9c04801f8"", ""c3cbe78b-dac4-49c3-94aa-04facebe9a15""]",2025-07-08 10:48:01,2025-07-11 10:48:01,,
39b6090c-d877-42c1-b295-160969ee7c39,PRB0000026,Recurring security issues - Insufficient logging/monitoring,Investigation into recurring security incidents. Multiple incidents reported with similar symptoms pointing to insufficient logging/monitoring.,resolved,P3,Insufficient logging/monitoring,954d3478-f911-4375-ab46-1ce16e93db18,true,Known issue: Insufficient logging/monitoring,VPN tunnel established,Security,Jennifer Martinez,James Brown,7,"[""243430a8-852a-4e39-a2a7-13b4437d645b"", ""b8e7e689-7196-4047-868a-7909f99b0e12"", ""2887634e-7741-49aa-9fa7-d9be2016d2cc"", ""02f3602a-5f44-4b6c-ba61-52915a939152"", ""81db53fe-64e6-46fb-a266-e8032ce4d69c"", ""5dfcbe63-f308-47b3-87b8-978cf56d2997"", ""a1662e40-2e21-4d78-a7a4-5deed7cb5eb0""]",2025-11-17 05:02:53,2025-11-19 05:02:53,2025-12-22 05:02:53,
cbbadbd6-23df-486b-a941-a4d255ac6b04,PRB0000027,Recurring security issues - Third-party service degradation,Investigation into recurring security incidents. Multiple incidents reported with similar symptoms pointing to third-party service degradation.,closed,P3,Third-party service degradation,,false,,,Security,James Brown,David Wilson,9,"[""243430a8-852a-4e39-a2a7-13b4437d645b"", ""b8e7e689-7196-4047-868a-7909f99b0e12"", ""2887634e-7741-49aa-9fa7-d9be2016d2cc"", ""02f3602a-5f44-4b6c-ba61-52915a939152"", ""81db53fe-64e6-46fb-a266-e8032ce4d69c"", ""5dfcbe63-f308-47b3-87b8-978cf56d2997"", ""a1662e40-2e21-4d78-a7a4-5deed7cb5eb0"", ""192978a2-4f96-45a9-9265-bb8a65f9be78"", ""28a1cb94-8f05-4aa7-a00d-d0cfd5c53d89""]",2025-06-24 08:00:52,2025-06-30 08:00:52,2025-07-28 08:00:52,2025-08-09 08:00:52
7afbbe23-5b99-48c7-bb80-b412d64de5bf,PRB0000028,Recurring network issues - Database query optimization needed,Investigation into recurring network incidents. Multiple incidents reported with similar symptoms pointing to database query optimization needed.,closed,P4,Database query optimization needed,f543f0e2-366c-4154-b705-073db0aee5db,false,,,Network,Emily Davis,Daniel Harris,5,"[""9880e99a-46f3-436a-9cc5-29cd0febe560"", ""d57cb689-7b0f-479f-b683-097937ec198b"", ""ee930329-91a7-489b-88f1-2526f939b6d4"", ""40b798ff-fd6d-4abd-82cb-d11f5553802b"", ""33e079a8-b505-490c-88f2-56d9286a572e""]",2025-10-09 08:19:00,2025-10-17 08:19:00,2025-11-13 08:19:00,2025-11-22 08:19:00
d75eb0c4-2bc9-47c8-9cdc-21449c3cfe73,PRB0000029,Recurring performance issues - Load balancer misconfiguration,Investigation into recurring performance incidents. Multiple incidents reported with similar symptoms pointing to load balancer misconfiguration.,closed,P3,Load balancer misconfiguration,66705449-ac2f-4277-ba4b-f06cd7a0115f,true,Known issue: Load balancer misconfiguration,Direct database access provided,Performance,Jessica Garcia,Sarah Johnson,3,"[""9ddfc174-41b4-4299-b085-a03a1bfb7370"", ""aae52021-0a7f-448f-9390-8d9cf3d032c0"", ""25e1d673-651f-4872-8c56-f4ab213ade95""]",2025-09-19 01:59:30,2025-10-02 01:59:30,2025-11-23 01:59:30,2025-11-26 01:59:30
49c57905-3f73-4318-87cf-ac9070922062,PRB0000030,Recurring performance issues - Race condition in concurrent processing,Investigation into recurring performance incidents. Multiple incidents reported with similar symptoms pointing to race condition in concurrent processing.,resolved,P2,Race condition in concurrent processing,96a58197-b97d-4547-86cf-14bfbd5c5988,false,,,Performance,James Brown,James Brown,10,"[""9ddfc174-41b4-4299-b085-a03a1bfb7370"", ""aae52021-0a7f-448f-9390-8d9cf3d032c0"", ""25e1d673-651f-4872-8c56-f4ab213ade95"", ""10aba55c-ddb7-438f-9daa-16717bf9270a"", ""3f2d2a2a-a3ac-4649-a548-d97ba8613244"", ""0c8dfea1-3712-4268-a713-0200e7d23f09"", ""a4d83a6f-a334-454a-9255-be5d45f0ee62"", ""cd1adb8d-910a-49f1-8bed-6e71b91a2267"", ""2e6c78f9-df01-484e-a089-656bad9c31f7"", ""453f8785-1e15-4a11-b418-94f7b9eae0ac""]",2025-04-15 21:44:18,2025-04-21 21:44:18,2025-05-18 21:44:18,
82c90467-2532-4280-9765-620e99af07e9,PRB0000031,Recurring performance issues - Certificate expiration oversight,Investigation into recurring performance incidents. Multiple incidents reported with similar symptoms pointing to certificate expiration oversight.,closed,P3,Certificate expiration oversight,9a0c4139-b430-4d25-bc28-f29889ea9666,false,,,Performance,John Smith,Amanda White,10,"[""9ddfc174-41b4-4299-b085-a03a1bfb7370"", ""aae52021-0a7f-448f-9390-8d9cf3d032c0"", ""25e1d673-651f-4872-8c56-f4ab213ade95"", ""10aba55c-ddb7-438f-9daa-16717bf9270a"", ""3f2d2a2a-a3ac-4649-a548-d97ba8613244"", ""0c8dfea1-3712-4268-a713-0200e7d23f09"", ""a4d83a6f-a334-454a-9255-be5d45f0ee62"", ""cd1adb8d-910a-49f1-8bed-6e71b91a2267"", ""2e6c78f9-df01-484e-a089-656bad9c31f7"", ""453f8785-1e15-4a11-b418-94f7b9eae0ac""]",2025-10-16 22:05:30,2025-10-20 22:05:30,2025-11-23 22:05:30,2025-12-05 22:05:30
69333939-ad14-4317-a6d2-15b1379eafa2,PRB0000032,Recurring performance issues - Memory leak in application code,Investigation into recurring performance incidents. Multiple incidents reported with similar symptoms pointing to memory leak in application code.,in_progress,P2,,55d8be61-f771-4a79-b854-61daaf9dc77a,false,,,Performance,David Wilson,Kevin Thompson,3,"[""9ddfc174-41b4-4299-b085-a03a1bfb7370"", ""aae52021-0a7f-448f-9390-8d9cf3d032c0"", ""25e1d673-651f-4872-8c56-f4ab213ade95""]",2025-08-08 04:44:08,2025-08-21 04:44:08,,
38db4e84-0b87-4cde-be9f-d7c37ac8cc3e,PRB0000033,Recurring network issues - Cache invalidation issue,Investigation into recurring network incidents. Multiple incidents reported with similar symptoms pointing to cache invalidation issue.,resolved,P3,Cache invalidation issue,1ffba6a4-7ed2-4be2-821d-3bd36bae0761,false,,,Network,Amanda White,Lisa Anderson,6,"[""9880e99a-46f3-436a-9cc5-29cd0febe560"", ""d57cb689-7b0f-479f-b683-097937ec198b"", ""ee930329-91a7-489b-88f1-2526f939b6d4"", ""40b798ff-fd6d-4abd-82cb-d11f5553802b"", ""33e079a8-b505-490c-88f2-56d9286a572e"", ""2ebef59f-ff33-4a50-9346-f395f1564562""]",2025-09-21 21:51:17,2025-09-25 21:51:17,2025-10-31 21:51:17,
cd5bd93e-f234-4933-abce-4c3910232142,PRB0000034,Recurring performance issues - Database connection pool exhaustion,Investigation into recurring performance incidents. Multiple incidents reported with similar symptoms pointing to database connection pool exhaustion.,resolved,P2,Database connection pool exhaustion,0a81b48a-53dd-4342-a938-6a976e652464,true,Known issue: Database connection pool exhaustion,Load balancer health checks adjusted,Performance,John Smith,Michelle Robinson,10,"[""9ddfc174-41b4-4299-b085-a03a1bfb7370"", ""aae52021-0a7f-448f-9390-8d9cf3d032c0"", ""25e1d673-651f-4872-8c56-f4ab213ade95"", ""10aba55c-ddb7-438f-9daa-16717bf9270a"", ""3f2d2a2a-a3ac-4649-a548-d97ba8613244"", ""0c8dfea1-3712-4268-a713-0200e7d23f09"", ""a4d83a6f-a334-454a-9255-be5d45f0ee62"", ""cd1adb8d-910a-49f1-8bed-6e71b91a2267"", ""2e6c78f9-df01-484e-a089-656bad9c31f7"", ""453f8785-1e15-4a11-b418-94f7b9eae0ac""]",2025-10-03 01:14:10,2025-10-06 01:14:10,2025-11-17 01:14:10,
196a7ed5-f472-4fb9-96e4-e619eb811b2b,PRB0000035,Recurring security issues - DNS propagation delay,Investigation into recurring security incidents. Multiple incidents reported with similar symptoms pointing to dns propagation delay.,resolved,P3,DNS propagation delay,,false,,,Security,Sarah Johnson,Sarah Johnson,2,"[""243430a8-852a-4e39-a2a7-13b4437d645b"", ""b8e7e689-7196-4047-868a-7909f99b0e12""]",2025-12-26 22:06:29,2026-01-01 22:06:29,2026-02-13 22:06:29,
b5b62ff3-5ab4-4a5b-b86e-f4230ca51f52,PRB0000036,Recurring data issues - Database connection pool exhaustion,Investigation into recurring data incidents. Multiple incidents reported with similar symptoms pointing to database connection pool exhaustion.,closed,P3,Database connection pool exhaustion,,true,Known issue: Database connection pool exhaustion,Caching bypass implemented,Data,Jessica Garcia,Jessica Garcia,4,"[""fafdfac8-7473-4831-85f9-22a9c04801f8"", ""c3cbe78b-dac4-49c3-94aa-04facebe9a15"", ""ae3eaf01-23db-4786-9cdd-1b3723d0116a"", ""387ee40b-64b3-47e0-9643-bfb11dd34c55""]",2025-04-18 15:31:50,2025-04-27 15:31:50,2025-05-09 15:31:50,2025-05-22 15:31:50
62350026-1680-4824-b1fc-cf5816a1586e,PRB0000037,Recurring performance issues - Cache invalidation issue,Investigation into recurring performance incidents. Multiple incidents reported with similar symptoms pointing to cache invalidation issue.,in_progress,P3,,f303daa9-7e8b-4613-ba94-4914a48a7d31,true,Known issue: Cache invalidation issue,Rate limiting enabled,Performance,Michael Chen,James Brown,10,"[""9ddfc174-41b4-4299-b085-a03a1bfb7370"", ""aae52021-0a7f-448f-9390-8d9cf3d032c0"", ""25e1d673-651f-4872-8c56-f4ab213ade95"", ""10aba55c-ddb7-438f-9daa-16717bf9270a"", ""3f2d2a2a-a3ac-4649-a548-d97ba8613244"", ""0c8dfea1-3712-4268-a713-0200e7d23f09"", ""a4d83a6f-a334-454a-9255-be5d45f0ee62"", ""cd1adb8d-910a-49f1-8bed-6e71b91a2267"", ""2e6c78f9-df01-484e-a089-656bad9c31f7"", ""453f8785-1e15-4a11-b418-94f7b9eae0ac""]",2025-09-02 11:10:32,2025-09-15 11:10:32,,
666af066-0196-416d-841d-c094793ae1d2,PRB0000038,Recurring security issues - Network misconfiguration,Investigation into recurring security incidents. Multiple incidents reported with similar symptoms pointing to network misconfiguration.,resolved,P2,Network misconfiguration,436f3d64-ef8c-40c3-9341-3d7ed7f0cd15,false,,,Security,Sarah Johnson,Sarah Johnson,2,"[""243430a8-852a-4e39-a2a7-13b4437d645b"", ""b8e7e689-7196-4047-868a-7909f99b0e12""]",2025-02-27 11:12:54,2025-03-13 11:12:54,2025-04-19 11:12:54,
62f86050-0cf9-4848-b8c5-ba21bcef01f7,PRB0000039,Recurring availability issues - Improper error handling,Investigation into recurring availability incidents. Multiple incidents reported with similar symptoms pointing to improper error handling.,in_progress,P2,,297c4236-81ab-4f6a-a7c6-97c1bd29af43,true,Known issue: Improper error handling,Read replicas promoted temporarily,Availability,Amanda White,Laura Clark,7,"[""ca5a9e63-326e-4c38-b1b1-f0396c4ad317"", ""bef36064-65b0-42cf-a667-7b3e71ad715b"", ""619197fc-3d3b-4bd3-82db-0d6b9488b200"", ""5d929824-fe66-45ab-bd1a-7dac23a3b99c"", ""4464016d-9b28-4f4d-8a5b-a195c4f94551"", ""8663e1bd-6eb3-41dc-925e-1a40d99421e4"", ""16910ef3-f660-4aff-8734-a982f6b9c576""]",2025-08-18 10:54:10,2025-08-29 10:54:10,,
0305ecee-5c87-43e7-b58d-b92d91d8aca9,PRB0000040,Recurring data issues - Load balancer misconfiguration,Investigation into recurring data incidents. Multiple incidents reported with similar symptoms pointing to load balancer misconfiguration.,open,P3,,8fa23238-effc-41e6-b2dc-a0c13b0b4710,false,,,Data,Jessica Garcia,Michael Chen,2,"[""fafdfac8-7473-4831-85f9-22a9c04801f8"", ""c3cbe78b-dac4-49c3-94aa-04facebe9a15""]",2025-05-17 20:09:49,2025-05-27 20:09:49,,
7738f30b-4d96-4e5c-8f0e-572c513ad7db,PRB0000041,Recurring availability issues - Disk I/O bottleneck,Investigation into recurring availability incidents. Multiple incidents reported with similar symptoms pointing to disk i/o bottleneck.,resolved,P3,Disk I/O bottleneck,90c0ec6b-2892-431c-abe5-bd5d8469c67c,true,Known issue: Disk I/O bottleneck,VPN tunnel established,Availability,Daniel Harris,Lisa Anderson,2,"[""ca5a9e63-326e-4c38-b1b1-f0396c4ad317"", ""bef36064-65b0-42cf-a667-7b3e71ad715b""]",2025-12-19 10:28:58,2025-12-24 10:28:58,2026-02-01 10:28:58,
9864fcb9-e2f4-49b4-b434-2058e54ca654,PRB0000042,Recurring security issues - Race condition in concurrent processing,Investigation into recurring security incidents. Multiple incidents reported with similar symptoms pointing to race condition in concurrent processing.,closed,P4,Race condition in concurrent processing,92691dcf-7185-4abf-91db-1ea46dd88e54,false,,,Security,Daniel Harris,James Brown,8,"[""243430a8-852a-4e39-a2a7-13b4437d645b"", ""b8e7e689-7196-4047-868a-7909f99b0e12"", ""2887634e-7741-49aa-9fa7-d9be2016d2cc"", ""02f3602a-5f44-4b6c-ba61-52915a939152"", ""81db53fe-64e6-46fb-a266-e8032ce4d69c"", ""5dfcbe63-f308-47b3-87b8-978cf56d2997"", ""a1662e40-2e21-4d78-a7a4-5deed7cb5eb0"", ""192978a2-4f96-45a9-9265-bb8a65f9be78""]",2025-04-03 11:29:25,2025-04-08 11:29:25,2025-05-13 11:29:25,2025-05-23 11:29:25
e9752f8a-b50a-414f-bb3d-30100250e709,PRB0000043,Recurring performance issues - Insufficient logging/monitoring,Investigation into recurring performance incidents. Multiple incidents reported with similar symptoms pointing to insufficient logging/monitoring.,in_progress,P1,,,false,,,Performance,James Brown,Amanda White,5,"[""9ddfc174-41b4-4299-b085-a03a1bfb7370"", ""aae52021-0a7f-448f-9390-8d9cf3d032c0"", ""25e1d673-651f-4872-8c56-f4ab213ade95"", ""10aba55c-ddb7-438f-9daa-16717bf9270a"", ""3f2d2a2a-a3ac-4649-a548-d97ba8613244""]",2025-05-14 08:34:06,2025-05-26 08:34:06,,
a137238d-9258-4ae1-8285-fffca700ffac,PRB0000044,Recurring application issues - Network misconfiguration,Investigation into recurring application incidents. Multiple incidents reported with similar symptoms pointing to network misconfiguration.,in_progress,P1,,9984c89c-b90f-4763-9f8c-bf9de161242c,true,Known issue: Network misconfiguration,Rate limiting enabled,Application,Christopher Lee,James Brown,5,"[""f6e8bc13-243b-4383-b58b-1fb399004655"", ""c3586f0e-05a9-4812-8bd3-42f1c2a3ee5b"", ""fa03a44e-9d2a-4e2a-ad16-5ce3d4bc5753"", ""5bb44340-78ff-467a-93df-c70704651895"", ""6d57a107-8a4a-4790-920e-58b8b9abd566""]",2025-10-19 12:40:29,2025-10-24 12:40:29,,
ac3b9a4b-8d31-4808-b3db-9dc99b49af47,PRB0000045,Recurring application issues - Race condition in concurrent processing,Investigation into recurring application incidents. Multiple incidents reported with similar symptoms pointing to race condition in concurrent processing.,resolved,P3,Race condition in concurrent processing,085d7169-2d0c-42e5-95e9-43f0a46cf16f,false,,,Application,Jennifer Martinez,Michael Chen,4,"[""f6e8bc13-243b-4383-b58b-1fb399004655"", ""c3586f0e-05a9-4812-8bd3-42f1c2a3ee5b"", ""fa03a44e-9d2a-4e2a-ad16-5ce3d4bc5753"", ""5bb44340-78ff-467a-93df-c70704651895""]",2025-10-10 05:17:25,2025-10-19 05:17:25,2025-12-15 05:17:25,
329a9c1b-8f7e-4645-b70d-3c764ffc2704,PRB0000046,Recurring performance issues - DNS propagation delay,Investigation into recurring performance incidents. Multiple incidents reported with similar symptoms pointing to dns propagation delay.,resolved,P4,DNS propagation delay,7ab713f5-2f7a-4a55-995b-ea60ec06292d,true,Known issue: DNS propagation delay,Feature flag disabled,Performance,Emily Davis,Sarah Johnson,6,"[""9ddfc174-41b4-4299-b085-a03a1bfb7370"", ""aae52021-0a7f-448f-9390-8d9cf3d032c0"", ""25e1d673-651f-4872-8c56-f4ab213ade95"", ""10aba55c-ddb7-438f-9daa-16717bf9270a"", ""3f2d2a2a-a3ac-4649-a548-d97ba8613244"", ""0c8dfea1-3712-4268-a713-0200e7d23f09""]",2025-01-31 22:51:21,2025-02-08 22:51:21,2025-02-25 22:51:21,
b634f3f0-cc58-4d56-8a7f-19adbf14c823,PRB0000047,Recurring data issues - Insufficient logging/monitoring,Investigation into recurring data incidents. Multiple incidents reported with similar symptoms pointing to insufficient logging/monitoring.,in_progress,P3,,,true,Known issue: Insufficient logging/monitoring,Temporary redirect to backup system,Data,Emily Davis,Amanda White,3,"[""fafdfac8-7473-4831-85f9-22a9c04801f8"", ""c3cbe78b-dac4-49c3-94aa-04facebe9a15"", ""ae3eaf01-23db-4786-9cdd-1b3723d0116a""]",2025-06-24 03:00:28,2025-07-05 03:00:28,,
c9b2b603-5ab9-42b4-b740-618379dac91d,PRB0000048,Recurring availability issues - Database connection pool exhaustion,Investigation into recurring availability incidents. Multiple incidents reported with similar symptoms pointing to database connection pool exhaustion.,open,P3,,,true,Known issue: Database connection pool exhaustion,Caching bypass implemented,Availability,Kevin Thompson,Robert Taylor,2,"[""ca5a9e63-326e-4c38-b1b1-f0396c4ad317"", ""bef36064-65b0-42cf-a667-7b3e71ad715b""]",2025-10-01 18:09:50,2025-10-02 18:09:50,,
acf0ee9d-b1c2-446b-9621-836d49b004d0,PRB0000049,Recurring data issues - Database connection pool exhaustion,Investigation into recurring data incidents. Multiple incidents reported with similar symptoms pointing to database connection pool exhaustion.,in_progress,P3,,79e8a3e6-f463-449c-9464-6f24165d3163,true,Known issue: Database connection pool exhaustion,Temporary redirect to backup system,Data,Laura Clark,Michelle Robinson,5,"[""fafdfac8-7473-4831-85f9-22a9c04801f8"", ""c3cbe78b-dac4-49c3-94aa-04facebe9a15"", ""ae3eaf01-23db-4786-9cdd-1b3723d0116a"", ""387ee40b-64b3-47e0-9643-bfb11dd34c55"", ""7bc0ffff-7dd0-4b57-bfb9-f00816ad205b""]",2025-03-06 02:16:54,2025-03-17 02:16:54,,
40f50395-9568-40bb-a994-e25c2a45e616,PRB0000050,Recurring performance issues - DNS propagation delay,Investigation into recurring performance incidents. Multiple incidents reported with similar symptoms pointing to dns propagation delay.,closed,P3,DNS propagation delay,,false,,,Performance,John Smith,Robert Taylor,3,"[""9ddfc174-41b4-4299-b085-a03a1bfb7370"", ""aae52021-0a7f-448f-9390-8d9cf3d032c0"", ""25e1d673-651f-4872-8c56-f4ab213ade95""]",2025-06-23 22:03:33,2025-07-05 22:03:33,2025-09-01 22:03:33,2025-09-06 22:03:33
